,SMALL LoOP,ME1 OP2,SMALL HiOP,BIG LoOP,ME2 OP2,BIG HiOP
20130308,0.83,0.86,1.04,0.7,0.43,0.5
20130311,0.08,-0.08,0.19,0.43,0.24,0.34
20130312,-0.31,-0.22,-0.16,-0.56,-0.16,-0.18
20130313,0.4,0.32,0.62,0.25,0.18,0.19
20130314,0.96,1.06,0.94,0.66,0.48,0.57
20130315,-0.15,-0.06,-0.01,-0.39,-0.27,-0.13
20130318,-0.49,-0.55,-0.2,-0.75,-0.64,-0.32
20130319,-0.27,-0.3,-0.52,-0.69,-0.16,-0.19
20130320,1.06,0.92,0.97,1.01,0.78,0.61
20130321,-0.68,-0.83,-0.83,-1,-0.88,-0.84
20130322,0.12,0.17,0.17,0.51,0.64,0.76
20130325,-0.05,-0.07,0,-0.42,-0.31,-0.3
20130326,0.26,0.46,0.44,0.77,0.81,0.79
20130327,0,-0.03,0.18,-0.03,-0.05,-0.01
20130328,0.11,0.15,0.06,0.62,0.45,0.35
20130401,-1.42,-1.43,-1.4,-0.83,-0.31,-0.58
20130402,-0.43,-0.5,-0.53,0.42,0.53,0.32
20130403,-1.8,-1.48,-1.6,-1.78,-1.15,-0.89
20130404,0.68,0.7,0.63,0.39,0.53,0.27
20130405,-0.24,-0.41,-0.15,-0.21,-0.37,-0.51
20130408,0.91,0.9,0.77,1.2,0.61,0.61
20130409,-0.04,0.01,-0.24,0.29,0.22,0.48
20130410,1.85,1.89,1.91,1.3,1.38,1.07
20130411,0.1,0.03,0.39,0.26,0.5,0.28
20130412,-0.45,-0.48,-0.47,-0.28,-0.26,-0.27
20130415,-3.92,-3.62,-4.15,-2.76,-2.17,-2.41
20130416,1.69,1.67,1.63,1.97,1.34,1.38
20130417,-1.8,-1.84,-1.91,-1.67,-1.47,-1.32
20130418,-0.7,-0.57,-0.5,-1.31,-0.74,-0.52
20130419,1.13,0.92,1.16,1.36,1.16,0.66
20130422,0.22,0.18,0.29,0.29,0.26,0.67
20130423,1.86,1.6,1.73,1.79,1.01,0.9
20130424,0.43,0.82,0.62,0.48,-0.3,0.15
20130425,0.71,0.53,0.87,0.66,0.51,0.38
20130426,-0.45,-0.72,-0.7,-0.42,-0.34,-0.01
20130429,0.7,0.72,0.78,0.49,0.52,0.86
20130430,0.43,0.79,0.39,0.06,0.04,0.51
20130501,-2.4,-2.41,-2.55,-0.97,-1.06,-0.89
20130502,1.79,1.68,1.1,1.28,0.92,1
20130503,1.71,1.85,1.6,1.44,0.9,1.13
20130506,0.75,0.49,0.47,0.87,0.09,0.1
20130507,0.51,0.73,0.93,0.41,0.63,0.43
20130508,0.21,0.32,0.42,0.67,0.58,0.35
20130509,-0.24,-0.4,-0.26,-0.29,-0.43,-0.25
20130510,0.93,0.89,0.84,0.75,0.65,0.24
20130513,0.05,-0.29,-0.56,0.15,-0.02,-0.04
20130514,1.3,1.29,1.44,1.49,1.12,0.92
20130515,0.43,0.47,0.42,0.47,0.67,0.4
20130516,-0.38,-0.31,-0.56,-0.88,-0.47,-0.48
20130517,1.06,1.06,1.37,1.17,0.99,1.03
20130520,0.24,0.34,0.5,-0.05,-0.3,0.14
20130521,-0.02,0.01,0.3,0.02,0.25,0.09
20130522,-1.66,-1.53,-1.53,-1.15,-0.88,-0.75
20130523,0.35,0.12,0.2,-0.29,-0.27,-0.18
20130524,0.22,0.09,-0.2,-0.31,-0.05,-0.01
20130528,1.41,1.55,1.44,1.11,0.64,0.71
20130529,-0.77,-0.8,-0.97,-0.26,-0.79,-0.69
20130530,1.03,0.86,0.82,1.15,0.42,0.29
20130531,-1,-0.85,-0.79,-1.43,-1.44,-1.24
20130603,0.73,0.64,0.4,-0.05,0.39,0.76
20130604,-1.01,-0.73,-0.73,-0.92,-0.43,-0.5
20130605,-1.46,-1.24,-1.44,-1.67,-1.27,-1.39
20130606,1.29,0.98,1.1,1.44,0.98,0.57
20130607,1.05,0.74,1.03,1.87,1.16,1.32
20130610,0.78,0.72,0.53,0.06,0.16,-0.16
20130611,-1.2,-1.1,-1.11,-1.73,-0.93,-0.93
20130612,-0.8,-0.95,-0.48,-0.96,-0.78,-0.79
20130613,1.61,1.67,1.78,1.84,1.53,1.26
20130614,-0.93,-1.03,-0.84,-0.88,-0.56,-0.56
20130617,0.78,0.78,0.46,0.81,0.8,0.66
20130618,1.1,1.24,1.05,0.67,0.91,0.69
20130619,-1.12,-1.1,-1.07,-1.22,-1.24,-1.41
20130620,-2.42,-2.29,-2.47,-2.66,-2.34,-2.49
20130621,0.46,0.3,-0.07,-0.23,0.29,0
20130624,-1.26,-1.33,-1.22,-1.59,-1.16,-1.11
20130625,1.05,1.1,1.2,1.52,1.01,0.71
20130626,0.29,0.03,0.34,0.92,1.01,0.95
20130627,1.73,1.58,1.45,1.16,0.71,0.53
20130628,-0.03,-0.21,0.02,-0.52,-0.41,-0.27
20130701,1.41,1.47,1.13,1.07,0.48,0.65
20130702,-0.06,-0.11,-0.08,-0.26,-0.1,-0.04
20130703,0.2,0.32,0.14,-0.18,0.18,0.16
20130705,1.58,1.58,1.42,1.47,1.09,0.94
20130708,0.17,0.52,0.49,0.44,0.61,0.48
20130709,0.55,1.06,0.98,1.17,0.62,0.72
20130710,0.42,0.28,0.03,-0.21,0.15,0.04
20130711,1.44,0.79,1.22,1.44,1.25,1.4
20130712,0.69,0.2,0.06,0.8,0.44,0.1
20130715,0.71,0.62,0.84,0.33,0.07,0.18
20130716,-0.37,-0.4,-0.4,-0.6,-0.45,-0.33
20130717,0.46,0.24,0.14,0.72,0.3,0.18
20130718,0.51,0.93,0.86,1.07,0.48,0.38
20130719,0.14,-0.01,-0.2,0.09,0.48,-0.25
20130722,0.36,0.36,0.36,0.28,0.29,0.11
20130723,0.08,-0.04,-0.16,-0.38,0.03,-0.24
20130724,-0.99,-0.57,-0.6,-0.99,-0.48,-0.04
20130725,0.89,0.91,0.93,1.19,0.24,0.2
20130726,-0.54,-0.72,-0.51,-0.08,0.01,0.19
20130729,-0.86,-0.62,-0.45,-0.51,-0.35,-0.26
20130730,0.26,0.06,0.45,0.14,-0.05,0.22
20130731,0.26,0.27,0.42,0.25,0.07,0.04
20130801,1.42,1.47,1.86,2,1.39,1.21
20130802,0.05,-0.18,-0.04,0.2,0.17,0.25
20130805,0.35,0.38,0.37,0.04,-0.19,-0.09
20130806,-1.11,-1.02,-0.98,-1.09,-0.55,-0.57
20130807,-0.99,-0.67,-0.61,-0.67,-0.28,-0.38
20130808,0.37,0.48,0.57,0.69,0.35,0.48
20130809,-0.3,-0.16,-0.09,-0.36,-0.3,-0.29
20130812,0.47,0.42,0.51,-0.23,-0.1,0.04
20130813,-0.1,0,0.05,0.38,0.13,0.31
20130814,-0.34,-0.31,-0.49,-0.53,-0.62,-0.44
20130815,-1.71,-1.82,-1.86,-1.47,-1.45,-1.43
20130816,-0.13,-0.22,-0.15,0.08,-0.41,-0.2
20130819,-1.2,-0.8,-0.84,-1.27,-0.5,-0.44
20130820,1.5,1.25,1.47,0.91,0.5,0.3
20130821,-0.5,-0.81,-0.8,-0.61,-0.66,-0.52
20130822,1.52,1.28,1.39,1.23,0.89,0.76
20130823,0.16,0.09,0.02,0.2,0.31,0.56
20130826,0.3,-0.08,0.09,-0.24,-0.45,-0.26
20130827,-2.74,-2.42,-2.18,-2.27,-1.62,-1.55
20130828,0.53,0.29,0.5,0.41,0.15,0.43
20130829,1.28,0.82,0.9,0.45,0.33,0.13
20130830,-1.5,-1.55,-1.49,-0.38,-0.39,-0.38
20130903,0.78,0.33,0.51,0.96,0.47,0.25
20130904,0.97,0.74,0.63,0.68,0.9,0.81
20130905,0.4,0.37,0.37,0.4,0.2,0.06
20130906,0.18,-0.11,-0.23,-0.05,0.01,0.02
20130909,1.61,1.39,1.48,1.36,0.88,1.12
20130910,0.75,0.94,1,1.08,0.95,0.57
20130911,-0.14,0.06,0.21,0.2,0.34,0.24
20130912,-0.65,-0.65,-0.6,-0.53,-0.23,-0.27
20130913,0.45,0.59,0.55,0.08,0.29,0.3
20130916,0.01,0.28,0.16,0.6,0.61,0.4
20130917,1.06,0.94,0.73,0.85,0.36,0.54
20130918,0.98,0.76,0.71,1.02,0.98,1.3
20130919,-0.03,-0.27,0.04,-0.12,-0.33,0
20130920,-0.26,0.06,-0.19,-0.53,-0.59,-0.8
20130923,-0.36,-0.02,0,-1.15,-0.52,-0.2
20130924,0.42,0.25,0.34,-0.02,-0.22,-0.15
20130925,0.01,-0.16,0.07,0.39,-0.2,-0.49
20130926,0.45,0.4,0.69,0.34,0.39,0.43
20130927,-0.44,-0.38,-0.4,-0.46,-0.36,-0.39
20130930,-0.18,0.1,0.03,-0.63,-0.47,-0.57
20131001,1.34,1.13,1.21,0.89,0.92,0.79
20131002,-0.26,-0.62,-0.36,0.01,-0.13,-0.09
20131003,-1.18,-0.93,-1.03,-0.85,-0.88,-0.92
20131004,0.83,0.73,0.76,1.1,0.76,0.63
20131007,-1.22,-1.15,-1.45,-1.22,-0.96,-0.78
20131008,-2.2,-1.18,-1.62,-1.81,-1.22,-1.18
20131009,-0.87,0.12,-0.05,-0.09,0.01,0.04
20131010,2.57,2.23,2.52,2.67,2.18,2.06
20131011,1.28,1.55,1.49,0.58,0.74,0.62
20131014,0.59,0.62,0.68,0.44,0.32,0.49
20131015,-1.06,-0.86,-0.71,-0.83,-0.76,-0.6
20131016,1.39,0.99,0.94,2,1.29,1.26
20131017,0.78,0.98,0.66,0.81,0.67,0.63
20131018,0.77,1.24,0.89,0.66,1.08,0.39
20131021,-0.27,-0.06,0.08,-0.16,0.03,0.03
20131022,0.16,0.25,0.27,0.28,0.52,0.63
20131023,-0.57,-0.54,-0.03,-0.99,-0.55,-0.35
20131024,0.67,0.81,0.7,0.59,0.16,0.54
20131025,-0.02,0.14,-0.09,0.07,0.4,0.44
20131028,-0.08,0.14,0,-0.32,0.03,0.31
20131029,0.3,0.39,0.64,0.58,0.67,0.39
20131030,-1.65,-1.04,-1.01,-0.85,-0.55,-0.4
20131031,-0.73,-0.31,-0.5,-0.72,-0.25,-0.28
20131101,-0.51,-0.37,-0.29,-0.07,0.43,0.18
20131104,1.18,1.07,1.33,0.51,0.17,0.59
20131105,-0.28,-0.42,-0.12,-0.34,-0.38,-0.08
20131106,-0.64,-0.16,-0.75,-0.22,0.48,0.42
20131107,-1.82,-1.57,-1.86,-1.62,-1.47,-1.33
20131108,2.22,2.09,1.94,1.89,1.53,1.18
20131111,0.25,-0.05,0.26,0.18,0.02,0.16
20131112,-0.1,0.02,0.42,-0.63,-0.17,-0.13
20131113,1.09,0.96,0.89,1.3,0.91,0.75
20131114,-0.15,-0.02,0.04,0.81,0.43,0.41
20131115,0.59,0.28,0.67,0.4,0.45,0.4
20131118,-1.24,-0.43,-0.82,-0.81,-0.38,-0.42
20131119,-0.52,-0.46,-0.46,-0.14,-0.36,-0.16
20131120,-0.01,-0.14,-0.04,-0.38,-0.31,-0.31
20131121,1.94,1.66,1.71,1.51,0.78,0.84
20131122,0.4,0.55,0.26,0.47,0.49,0.49
20131125,0.08,0.08,-0.05,-0.24,-0.08,-0.09
20131126,1.17,0.7,0.65,0.3,0.01,0.09
20131127,0.56,0.69,0.49,0.21,0.12,0.42
20131129,0.33,0.05,0.08,-0.14,-0.15,0.09
20131202,-1.1,-1.33,-1.08,-0.31,-0.18,-0.27
20131203,-0.51,-0.4,-0.54,-0.5,-0.45,-0.17
20131204,-0.16,-0.21,-0.49,0.29,-0.15,-0.11
20131205,0.26,0.02,0.14,-0.53,-0.46,-0.31
20131206,0.67,0.94,0.74,1.02,1.18,0.95
20131209,-0.15,-0.27,-0.14,0.3,0.11,0.21
20131210,-0.89,-0.92,-0.69,-0.18,-0.2,-0.47
20131211,-1.79,-1.36,-1.3,-1.59,-1.16,-0.98
20131212,0.12,0.22,0.2,0.25,-0.37,-0.4
20131213,0.4,0.26,0.23,0.29,0.11,-0.07
20131216,1.19,1.17,1.28,0.43,0.66,0.7
20131217,-0.11,-0.03,-0.13,-0.08,-0.28,-0.35
20131218,1.18,1.16,1.45,1.85,1.69,1.44
20131219,-0.43,-0.74,-0.49,0,-0.06,-0.08
20131220,2.01,1.72,1.71,0.71,0.56,0.54
20131223,1.23,0.92,0.99,0.76,0.5,0.57
20131224,0.5,0.36,0.33,0.27,0.29,0.35
20131226,0.09,0.09,0.14,0.2,0.44,0.58
20131227,-0.07,-0.05,-0.07,-0.22,0.03,-0.05
20131230,0.01,-0.04,0,-0.22,0.08,0.01
20131231,0.35,0.15,0.31,0.52,0.34,0.48
20140102,-0.83,-1.36,-1.13,-0.61,-0.89,-0.94
20140103,0.54,0.34,0.36,0.38,-0.04,-0.17
20140106,-0.7,-0.87,-0.88,-0.03,-0.21,-0.48
20140107,1.01,0.91,0.85,0.57,0.78,0.59
20140108,0.34,-0.21,0.02,0.5,0.03,-0.14
20140109,0.62,0.07,-0.34,0.11,0,-0.01
20140110,1.15,0.32,0.36,0.14,0.15,0.34
20140113,-1.36,-1.28,-1.75,-1.58,-1.12,-1.4
20140114,1.21,1.21,1.25,1.36,1.02,1.18
20140115,1,0.67,0.61,0.79,0.57,0.37
20140116,0.29,-0.14,0.01,-0.37,-0.08,-0.07
20140117,-0.32,-0.33,-0.6,-0.39,-0.28,-0.5
20140121,0.89,0.66,0.41,0.16,0.36,0.19
20140122,0.46,0.39,0.44,0.28,0.15,0
20140123,-0.79,-0.8,-0.97,-1.29,-0.84,-0.73
20140124,-2.68,-2.3,-2.71,-2.47,-2.14,-2.01
20140127,-1.66,-1.14,-1.2,-0.92,-0.53,-0.49
20140128,1.3,0.64,0.79,1.45,0.84,0.29
20140129,-1.33,-1.51,-1.28,-1.28,-0.95,-1.01
20140130,1.66,1.44,1.14,1.95,1.42,0.73
20140131,-0.86,-0.89,-0.55,-0.69,-0.7,-0.6
20140203,-3.34,-3.18,-3.19,-2.57,-2.4,-2.32
20140204,0.79,0.68,0.63,0.9,0.75,0.76
20140205,-0.9,-0.68,-0.65,-0.25,-0.13,-0.23
20140206,0.78,0.96,0.98,1.28,1.42,1.22
20140207,1.58,0.66,0.91,1.59,1.18,1.37
20140210,0.59,-0.01,-0.17,0.03,0.2,0.2
20140211,0.91,1.02,0.87,1.03,1.17,1.09
20140212,0.28,0.3,0.43,0.01,-0.03,0.22
20140213,1.44,1.17,1.3,0.95,0.53,0.66
20140214,-0.07,0.35,0.12,0.03,0.49,0.6
20140218,1.48,0.77,1.12,0.39,0.17,0.13
20140219,-1.15,-1.15,-0.88,-1,-0.7,-0.61
20140220,1.29,0.93,1.33,0.66,0.71,0.59
20140221,0.21,0.22,0.34,-0.04,-0.14,-0.17
20140224,0.95,0.82,0.79,0.76,0.59,0.6
20140225,0.16,-0.32,-0.28,-0.29,-0.18,-0.03
20140226,0.82,0.63,0.7,0,0.09,0.08
20140227,0.73,0.61,0.33,0.64,0.41,0.56
20140228,-0.99,0.2,-0.44,-0.03,0.25,0.29
20140303,-0.57,-0.7,-0.71,-0.83,-0.79,-0.62
20140304,2.86,2.62,2.47,1.96,1.56,1.46
20140305,0.06,-0.27,-0.09,0.72,0.09,-0.28
20140306,-0.5,0.34,0.4,0.37,0.21,0.12
20140307,-0.09,0.2,0.29,0.06,0.11,0.02
20140310,-0.13,-0.16,-0.11,-0.05,-0.13,-0.05
20140311,-1.37,-1.01,-1.05,-0.88,-0.68,-0.3
20140312,0.56,0.18,0.42,0.13,0.14,0.08
20140313,-1.48,-0.94,-1.31,-1.42,-1.07,-1.23
20140314,0.44,0.4,0.55,-0.5,-0.12,-0.23
20140317,0.41,0.71,0.66,0.84,1.03,0.89
20140318,1.81,1.3,1.12,0.77,0.7,0.83
20140319,-0.59,-0.52,-0.92,-0.29,-0.6,-0.68
20140320,0.13,0.47,0.28,0.83,0.62,0.41
20140321,-0.97,-0.18,-0.06,-0.46,-0.27,-0.36
20140324,-1.78,-0.86,-1.16,-0.98,-0.63,-0.28
20140325,-0.18,0.13,0.01,0.03,0.4,0.4
20140326,-2.35,-1.67,-1.53,-1.18,-0.82,-0.62
20140327,-0.18,-0.5,-0.35,-0.46,-0.15,-0.1
20140328,-0.29,0.23,0.5,0.19,0.45,0.54
20140331,2.02,1.75,1.84,1.12,0.8,0.85
20140401,1.51,1.45,1.24,0.94,0.71,0.84
20140402,0.26,0.43,0.28,0.19,0.34,0.31
20140403,-1.44,-0.56,-0.81,-0.78,0.11,-0.29
20140404,-2.88,-2.03,-2,-1.62,-1.41,-1.24
20140407,-1.62,-1.5,-1.82,-1.64,-1.31,-0.98
20140408,0.7,0.56,1.05,0.6,0.58,0.29
20140409,1.84,0.97,1.23,1.51,1.05,1.19
20140410,-3.48,-2.3,-2.35,-2.48,-2.32,-1.94
20140411,-1.64,-1.23,-1.24,-1.37,-0.94,-0.91
20140414,-0.05,0.51,0.65,0.87,0.67,0.84
20140415,0.19,0.32,0.48,0.87,0.64,0.55
20140416,1.26,0.89,1.18,1.18,1.05,1.16
20140417,0.61,0.56,0.46,0.49,0.07,0.26
20140421,0.68,0.23,0.55,0.22,0.31,0.42
20140422,1.73,0.76,1.12,1.05,0.54,0.27
20140423,-1.05,-0.41,-0.79,-0.31,-0.31,-0.17
20140424,-0.24,-0.37,-0.26,-0.07,0.02,0.37
20140425,-2.39,-1.38,-1.7,-1.59,-1.04,-0.62
20140428,-0.88,-0.46,-0.19,-0.9,0.06,0.72
20140429,0.71,-0.04,0.46,1.22,0.52,0.35
20140430,0.5,0.5,0.7,0.46,0.19,0.41
20140501,0.09,-0.34,-0.26,0.39,0.14,-0.27
20140502,-0.01,0.2,0.47,-0.12,-0.21,0.04
20140505,-0.24,-0.27,-0.39,-0.16,0.16,0.27
20140506,-1.99,-1.29,-1.18,-1.62,-1.01,-0.71
20140507,-0.63,0.36,0,0.98,0.47,0.46
20140508,-1.37,-0.79,-1.16,-0.27,-0.02,-0.26
20140509,0.94,0.87,0.41,0.08,0.09,0.32
20140512,2.8,2.23,2.31,1.48,1.02,1.02
20140513,-0.87,-1.1,-1.06,-0.05,-0.03,0.16
20140514,-1.72,-1.68,-1.7,-0.77,-0.51,-0.45
20140515,-0.73,-0.67,-0.47,-1.24,-0.68,-1.07
20140516,0.51,0.51,0.65,0.19,0.32,0.44
20140519,1.3,0.94,1,0.71,0.43,0.36
20140520,-1.67,-1.4,-1.41,-0.73,-0.64,-0.78
20140521,0.55,0.51,0.61,0.87,0.8,0.82
20140522,1.3,0.69,0.69,0.57,0.43,0.08
20140523,1.16,0.99,0.82,0.33,0.46,0.45
20140527,1.59,1.16,1.02,1.08,0.48,0.6
20140528,-0.38,-0.38,-0.31,-0.25,-0.09,-0.09
20140529,0.47,0.22,0.27,0.59,0.42,0.68
20140530,-0.83,-0.27,-0.46,-0.15,0.16,0.16
20140602,-0.95,-0.16,-0.34,0.32,0.15,0.01
20140603,-0.44,-0.07,-0.21,0.08,-0.15,0.03
20140604,0.58,0.34,0.5,0.52,0.15,0.21
20140605,2.1,1.91,1.88,0.76,0.75,0.61
20140606,1.06,1,0.94,0.65,0.44,0.5
20140609,1.55,0.91,0.85,0.17,0.2,0.05
20140610,-0.03,-0.27,-0.38,0.26,-0.06,-0.09
20140611,-0.36,-0.58,-0.62,-0.29,-0.34,-0.33
20140612,-0.39,-0.59,-0.77,-0.62,-0.68,-0.75
20140613,0.28,0.21,0.25,0.19,0.21,0.42
20140616,0.74,0.18,0.4,0.05,-0.06,0.22
20140617,1.01,0.96,0.65,0.78,0.28,0.1
20140618,0.46,0.41,0.58,0.67,0.83,0.68
20140619,-0.1,0.04,0,-0.09,0.15,0.15
20140620,0.35,0.39,0.31,0,0.26,0.11
20140623,-0.23,-0.21,-0.07,0.26,-0.1,0
20140624,-1.29,-0.87,-0.97,-0.43,-0.69,-0.74
20140625,0.84,0.84,0.71,0.44,0.71,0.31
20140626,-0.18,-0.36,-0.06,-0.18,-0.12,-0.05
20140627,0.71,0.64,0.74,0.09,0.24,0.32
20140630,0.41,0.33,0.32,0.41,0.03,-0.05
20140701,1.08,1.2,1.04,0.62,0.68,0.79
20140702,-0.38,-0.64,-0.33,0.03,-0.14,0.14
20140703,0.7,0.89,0.83,0.67,0.52,0.58
20140707,-2.32,-1.37,-1.41,-0.93,-0.55,-0.33
20140708,-1.93,-1.01,-0.96,-1.28,-0.74,-0.64
20140709,0.12,0.07,0.13,0.52,0.53,0.44
20140710,-0.98,-1.06,-1.2,-0.66,-0.51,-0.29
20140711,0.22,-0.38,-0.42,0.33,0,0.2
20140714,0.45,0.42,0.54,0.6,0.35,0.53
20140715,-1.42,-0.58,-1.08,-0.43,-0.04,-0.34
20140716,-0.24,-0.28,-0.1,0.29,0.27,0.51
20140717,-1.86,-1.42,-1.2,-1.23,-1.28,-1.06
20140718,1.76,1.34,1.4,1.11,1.17,0.96
20140721,-0.17,-0.59,-0.77,-0.22,-0.14,-0.32
20140722,0.77,0.63,0.95,0.32,0.57,0.52
20140723,0.71,-0.05,0.03,0.08,0.13,0.29
20140724,-0.18,-0.11,-0.32,0.25,0.12,-0.03
20140725,-0.96,-0.78,-1.06,-0.57,-0.49,-0.5
20140728,-0.52,-0.31,-0.68,-0.19,-0.03,0.03
20140729,0.58,-0.07,0.08,-0.37,-0.59,-0.2
20140730,0.88,0.32,-0.02,0.42,0.14,-0.05
20140731,-2.5,-2.08,-1.98,-2.22,-2.03,-1.98
20140801,-0.67,-0.48,-0.33,-0.17,-0.31,-0.32
20140804,0.92,0.58,0.99,0.92,0.79,0.65
20140805,-0.04,-0.21,-0.48,-0.91,-1.01,-0.8
20140806,0.3,0.47,0.35,0.16,-0.15,0.04
20140807,-0.61,-0.65,-0.3,-0.35,-0.54,-0.56
20140808,0.72,1.03,1.3,0.97,1.25,1.08
20140811,1.04,0.72,1.1,0.78,0.16,0.39
20140812,-0.71,-0.79,-0.66,-0.18,-0.25,-0.11
20140813,0.81,0.56,0.08,0.72,0.73,0.67
20140814,0.3,0.19,0.08,0.62,0.42,0.43
20140815,-0.13,-0.23,-0.07,-0.14,-0.07,0.15
20140818,1.44,1.43,1.54,0.96,0.87,0.86
20140819,0.29,0.33,0.46,0.27,0.48,0.59
20140820,-0.38,-0.45,-0.39,0.2,0.27,0.24
20140821,0.09,0.61,0.17,0.52,0.26,0.24
20140822,0.27,0.03,0.09,-0.11,-0.17,-0.06
20140825,0.31,0.22,0.43,0.64,0.46,0.49
20140826,1.16,0.57,0.7,0.33,0.19,0.03
20140827,-0.24,-0.2,-0.12,-0.04,-0.08,0.11
20140828,-0.61,-0.67,-0.37,-0.28,-0.17,-0.1
20140829,0.86,0.52,0.62,0.64,0.36,0.27
20140902,0.45,0.46,0.41,0.16,-0.06,0.03
20140903,-0.75,-0.54,-0.42,-0.06,0.11,-0.31
20140904,-0.42,-0.33,-0.07,-0.16,-0.15,-0.15
20140905,0.12,0.18,0.27,0.32,0.56,0.44
20140908,0.46,0.12,0.07,0.04,-0.28,-0.34
20140909,-1.24,-1.12,-1.06,-0.94,-0.78,-0.53
20140910,0.78,0.52,0.41,0.71,0.27,0.51
20140911,0.8,0.64,0.54,0.3,0.15,0.08
20140912,-0.77,-0.64,-0.68,-0.37,-0.57,-0.57
20140915,-1.46,-0.86,-0.91,-0.55,-0.09,-0.19
20140916,0.24,0.25,0.52,0.68,0.78,0.7
20140917,0.44,0.11,0.18,0.31,0.17,0.11
20140918,0.45,0.7,0.5,0.76,0.45,0.48
20140919,-1.22,-1.07,-0.97,-0.28,-0.02,-0.13
20140922,-1.77,-1.26,-1.42,-1.4,-0.86,-0.84
20140923,-0.84,-1.03,-0.85,-0.53,-0.62,-0.57
20140924,0.91,0.7,0.87,0.74,0.69,0.95
20140925,-1.72,-1.54,-1.21,-1.82,-1.54,-1.69
20140926,0.88,0.58,0.93,0.86,0.72,1
20140929,-0.08,-0.14,0.16,-0.31,-0.2,-0.21
20140930,-1.42,-1.14,-1.47,-0.42,-0.27,-0.31
20141001,-1.64,-1.41,-1.6,-1.66,-1.4,-1.3
20141002,1.34,0.88,0.87,0.21,0.01,0.07
20141003,0.84,0.54,0.74,1.18,1.09,1.1
20141006,-1.34,-0.63,-0.84,-0.25,-0.23,-0.13
20141007,-1.84,-1.5,-1.82,-1.83,-1.7,-1.33
20141008,1.69,1.85,1.55,1.7,1.7,1.75
20141009,-2.84,-2.44,-2.67,-2.43,-2.36,-1.79
20141010,-2.11,-0.71,-1.22,-1.85,-1.13,-1.25
20141013,-0.45,0.17,-0.95,-1.58,-1.71,-1.7
20141014,1.02,1.03,1.16,0.38,0.07,0.25
20141015,1.58,0.34,0.99,-0.25,-0.85,-0.63
20141016,1.44,0.99,1.07,0.36,0.25,-0.15
20141017,-0.35,-0.29,-0.19,1.56,1.06,1.35
20141020,1.06,0.92,1.21,0.91,0.88,0.94
20141021,1.5,1.65,1.79,2.04,2.16,1.88
20141022,-1.51,-1.16,-1.54,-1.15,-0.65,-0.87
20141023,2.06,1.54,1.45,1.29,1.27,1.24
20141024,0.37,0.23,-0.15,0.79,0.7,0.64
20141027,-0.2,0.02,-0.25,-0.37,-0.2,-0.09
20141028,2.92,3,2.58,1.52,1.37,1.07
20141029,-0.27,-0.1,-0.15,-0.44,-0.11,-0.14
20141030,1.04,0.87,0.15,0.42,0.74,0.47
20141031,1.36,1.51,1.86,1.26,1.26,1.13
20141103,-0.34,-0.16,-0.4,-0.01,-0.15,0.15
20141104,-0.53,-0.34,-0.23,-0.31,-0.33,-0.35
20141105,-0.31,0.45,0.38,0.36,0.81,0.28
20141106,0.54,0.43,0.71,0.56,0.36,0.61
20141107,0.17,0.21,-0.1,0.28,-0.04,0.13
20141110,0.68,0.42,0.22,0.43,0.27,0.32
20141111,0.09,0.05,0.2,0.05,0.06,0.16
20141112,0.67,0.59,0.93,0.11,-0.22,0.23
20141113,-1,-1,-0.72,-0.38,-0.26,0.48
20141114,-0.01,-0.13,0.06,0.23,0.03,0.11
20141117,-0.97,-0.85,-1.01,-0.07,0.04,-0.01
20141118,0.63,0.35,0.41,0.58,0.45,0.51
20141119,-1.25,-1,-0.62,-0.23,-0.16,-0.08
20141120,1.33,0.87,1.21,0.29,0.14,0.33
20141121,0.28,-0.05,0.21,0.53,0.57,0.44
20141124,1.45,1.12,1.12,0.51,0.15,0.43
20141125,-0.15,-0.05,0.1,-0.08,-0.06,-0.12
20141126,0.57,0.12,0.05,0.2,0.23,0.36
20141128,-1.51,-1.49,-1.07,-0.72,-0.63,0.19
20141201,-1.82,-1.44,-1.91,-1.21,-0.55,-0.93
20141202,1.36,1.11,0.73,0.73,0.83,0.37
20141203,0.86,1.02,0.91,0.65,0.53,0.25
20141204,-0.51,-0.48,-0.51,-0.26,-0.17,-0.08
20141205,1.2,0.78,0.15,0.28,0.33,0.02
20141208,-1.43,-1.23,-1.26,-0.75,-0.69,-0.9
20141209,2.09,1.55,1.26,0.04,0.11,-0.12
20141210,-2.24,-2.52,-2.21,-1.83,-1.76,-1.59
20141211,0.31,0.45,0.58,0.37,0.56,0.48
20141212,-1.07,-1.34,-1.07,-1.84,-1.67,-1.43
20141215,-1.41,-0.69,-0.47,-0.96,-0.7,-0.49
20141216,-0.14,-0.05,-0.24,-0.85,-0.67,-1
20141217,3.35,2.73,2.89,2.41,2.12,1.94
20141218,1.91,1.27,1.29,2.71,2.28,2.49
20141219,0.63,-0.15,0.22,0.74,0.61,0.22
20141222,0.38,0.63,0.6,0.16,0.44,0.32
20141223,-0.58,0.62,0.59,0.21,0.28,0.21
20141224,0.53,0.26,0.27,0,0.04,0.02
20141226,0.84,0.61,0.57,0.32,0.29,0.43
20141229,0.03,0.65,0.37,0.06,0.14,0.1
20141230,-0.38,-0.45,-0.32,-0.38,-0.43,-0.56
